"event_id","name","description","group_id","group_name","start_time","end_time","utc_offset","venue_id","venue_name","venue_address","city","state","zip","lon","lat","yes_rsvp_count","location","geocoding_type"
"236777043","Compass Coffee","Heard about this place from a member Compass Coffee is in the Shaw neighborhood near the Shaw/Howard University Metro stop From the website Compass Coffee is dedicated to making real good coffee Nothing fancy nothing too crazy or hard to pronounce just really good Looks like they have basic espresso drinks single origin coffees from Guatemala and Ethiopia and blended coffee beans Really good reviews and good word of mouth hope to see you there ",19051157,"Espresso",1484989200000,1.485e+12,-1.8e+07,23472001,"Compass Coffee","1535 7th Street NW","Washington","DC",NA,-77.021866,38.910202,5,"Washington_DC",NA
"239054724","Building Immigrant Support Systems - Taking Local Action"," Amy Abbott of Virginians Organized for Interfaith Community Engagement VOICE is a passionate advocate for justice in our local community Amy believes that all politics are local and we need to what we can to organize together to make a better community for all Come learn how to be an effective advocate for your immigrant neighbors and how be involved in creating a support system for the most vulnerable in this current climate of fear due to the threat of deportation VOICE has always and will always be committed to bringing people together across religious racial economic and political party affiliations to build a stronger Northern Virginia Please RSVP ",22863772,"Network NoVA",1.492542e+12,1492547400000,-14400000,5237942,"John Calvin Presbyterian Church","6531 Columbia Pike","Annandale","Vi","22003",-77.16774,38.837616,5,"Washington_DC",NA
"246624203","Celebration of Great Photography","Photography projects are an increasingly important part of the Pulitzer Center s strategy for raising awareness of underreported issues around the world through journalism and education outreach On Tuesday January 9 2018 from 5 30 to 7pm the Pulitzer Center hosts a New Year s celebration in our Washington DC offices Daniella Zalcman and Tomas van Houtryve will discuss their unique creative approaches to the critical issues they cover Photographs from Pulitzer Center grantees Xyza Bacani Sim Chi Yin Peter DiCampo Sean Gallagher Lynn Johnson Andre Lambertson Jake Naughton Larry Price Allison Shelley Amy Toensing and Zalcman and van Houtryve covering a wide range of issues from around the world will be on display ",1233475,"Conflict Solutions International - The Meetup",1.515519e+12,1515524400000,-1.8e+07,25677590,"Pulitzer Center on Crisis Reporting","1779 Massachusetts Avenue NW","Washington","DC",NA,-77.0409296,38.909358,23,"Washington_DC","EVDB Geocoder"
"jvfbwlyxkbwb","Tuesday After Work Intermediate Skate","Frequent attendees are Nora Kennedy and Gary Henson and can be contacted for questions ",1628521,"Washington Area Roadskaters",1531850400000,1531861200000,-14400000,24654891,"East Potomac Golf Course","972 Ohio Dr SW","Washington","DC",NA,-77.026764,38.874622,4,"Washington_DC",NA
"vcpxvlywpbgb","Special Studio Event Acting Film Media Creators Meetup","A special location Root Studio hosted by a member of our group Free snacks networking conversations get feedback on your project or volunteer for other's projects Their website www therootstudio org We will show member videos send us a message or a comment if you have something to share This event will be a joint meetup with the filmmakers meetup The format will be to allow people to discuss their projects meet others and watch select videos of your projects message the organizer or post a comment below Lets get together network and talk shop Food/snacks and beverages will be provided by the sponsor aka meetup organizer If you're any of the following people you should attend this meeting Anyone who has a project in mind or already started and wants to recruit people Anyone who would like to get recruited onto a project Anyone who has a specific film or video question you would like to get an answer for I hope to see everyone there ",327500,"DC Casting Actors/Acting Film Stage Video Improv Comedians",1.509804e+12,1509814800000,-14400000,25527634,"Root Studio","9140 Guilford Rd Suite D","Columbia","MD",NA,-76.845268,39.167751,40,"Washington_DC",NA
"245449193","Blue Print Event - How to buy the best properties equity profitable cash flow"," Today You are invited Blue Print Event How to buy the best properties equity profitable cashflow BONUS List of profitable properties 10th of March 2018 10 AM 705 North Carolina Ave SE Washington DC 20003 You are going to learn at this event The home buying process from A to Z How to select the perfect house for you How to select the perfect house for you and get your first investment property at the same time How to find cash flowing properties to live free and get some cash How to consider resale value of the home How to consider retirement benefits of a home How to avoid the 5 more costly mistakes of home buying Home buying customized financing options and alternatives Understand all the costs of financing and ownership of a home Inventory of properties by type of property and location Real Estate Basic for home buyers Access to local resources Real Estate Listings Financing extensive resources guidelines and the latest mortgage programs The culture of DC Real Estate Incubator is a response to the community's need of improvement information and communication We try to make people understand the core value of real estate business as well as its unique particular dynamic We help people to think REAL ESTATE with no sugar coating or bias for their own home acquisition or for their investment We stand for the business acceleration based on the strategic planning inventory database and network of reputable business partners After the assessment of the business big picture we help the investors to reach the simplest the boldest and bluntest way towards profitable decisions and actions This a network place for investors buyers sellers landlords property owners where you could find answers to your questions and help from the other members of real estate professionals Mihaela Amira Residential Commercial Real Estate DC Real Estate Incubator President affiliated with Berkshire Hathaway HomeServices Pen Fed Realty-Capitol Hill Office 705 North Carolina Ave SE Washington DC masked x195 voice masked mobile masked Www DCrealestateincubator com ",18563083,"DC Real Estate Incubator-networking business opportunity",1.520676e+12,1520686800000,-1.8e+07,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,38,"Washington_DC","City Based GeoCodes"
"qgjdvkywcbpb","Monthly Meeting and Happy Hour"," Love outdoor adventures like we do Well this is your chance to get together and talk about about new and old trips great new event ideas who will organize what trip/adventure gear and anything else we can think of If people wish we will conduct a Hiking So let's get together and add some of that dynamic WB excitement to our weeknights in town for a change GB Gordon Biersch Brewery has a great selection of fresh brewed beer on tap and selection of wonderful wine and drinks so let's get together and enjoy the live baseball atmosphere right across the street Restaurant Gordon Biersch Brewery Website Location 100 M St SE Washington DC 20003 b/t S New Jersey Ave S 1st St Nearest metro Navy Yard Telephone 202 masked Review Food photos click ",317560,"The Washington Backpackers Meetup Group",1484155800000,1484166600000,-1.8e+07,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,16,"Washington_DC","City Based GeoCodes"
"ltkkmlyxgbcb","Salsa Underground DC SOCIAL","TIME 5PM 6PM SALSA ON2 LESSON IRENE 6PM 10PM SOCIAL DANCING ADMISSION 15 SALSA LESSON SOCIAL DANCING 10 SOCIAL DANCING ONLY ARRIVE BEFORE 7PM 12 SOCIAL DANCING ONLY ARRIVE AFTER 7PM GARAGE PARKING FREE ON SUNDAYS ONLY 4720 CHELTENHAM DRIVE BETHESDA MD 20814 300 BETHESDA RESTAURANTS PERFORMANCES TBA MUSIC SALSA DURA GUANGUANCO CHA-CHA MAMBO TIMBA WITH A LOVELY TOUCH OF BACHATA MUSIC BY INTERNATIONAL SALSA DJ'S DJ DOLA DJ MAMBO SOUL Website LIKE US ON FACEBOOK Salsa Underground T- Shirts for Men Women Follow us Twitter sundergrounddc Instagram sundergrounddc Tumblr sundergrounddc Youtube Channnel Salsa Underground DC Live Website //www salsaundergrounddc com www facebook com/salsaundergrounddc ",10689662,"Salsa Underground DC Meetup",1.522602e+12,1.52262e+12,-14400000,19655702,"Capital Ballroom","7800 Wisconsin Avenue","Bethesda","MD",NA,-77.095505,38.988422,5,"Washington_DC",NA
"242750552","Mayweather vs McGregor Fight Viewing Party","It's time these boys put their fists where their mouths are and finally answer the question Who is the badest boy of boxing Is it undefeated Floyd Mayweather Jr or UFC's MMA Master McGregor Join us and find out THIS IS A FREE EVENT but I ask that you BYOW Bring your own WHATEVER to share with 4-5ppl I will have some beer but I have a feeling this one might be busy so we all gotta do our part Please RSVP only ONCE ",20318219,"Fun Times in the DMV ",1503777600000,1503791700000,-14400000,7921442,"The Clarendon","1200 North Herndon Street","Arlington","VA","22201",-77.096512,38.887524,37,"Washington_DC",NA
"hmnndmyvpbbc","Rockville Kickboxing Meet up",NA,20805899,"Rockville Kick Boxing Meetup",1.479636e+12,1479646800000,-1.8e+07,19857532,"Elwood Smith Park","601 Harrington Rd","Rockville","MD",NA,-77.1492,39.076633,4,"Washington_DC",NA
"tnhcgmywfbgc","Indoor Open Volleyball","Mt Vernon Rec Center has open indoor volleyball from 7-9 PM Friday nights It is open volleyball which means we may have to share with random drop-ins who are not in the meetup group Parking is on the street and it is free for Alexandria residents Non-residents the rec center charges 10 I know that sucks The rec centers also have said that sometimes it gets cancelled at the last minute I will call them each Friday morning / early afternoon to make certain we are still good to go and will inform everyone via an email if they cancel our time on us I am still working on another place or two we can play hopefully a high school or middle school gym since that'd be free I'm also talking to the sports office for Alexandria's rec centers to see if they can free up any extra time somewhere ",1812953,"Old Town Sand Volleyball",1490381100000,1490389200000,-14400000,24905261,"Mount Vernon Rec Center","2701 Commonwealth Ave","Alexandria","VA","22305",-77.07,38.84,25,"Washington_DC",NA
"247366874","VSDC Children's Playgroup Play Explore at Building Museum","Please join us for a visit to the National Building Museum Exhibits include Play Work Build which is fun for kids of all ages and the Building Zone which is aimed at kids ages 2 to 6 Admission is 10 for adults and 7 for kids and includes timed entry to the Building Zone Kids 2 and under are free The museum is across the street from the Judiciary Square stop on the Red Line If you RSVP at least 1 day in advance you will receive the hosts' phone numbers in case you have trouble finding us All VSDC Children's Playgroup events are for families with children and expectant parents only Most of the kids are under 10 but all kids/babies are welcome When you RSVP please include your child ren as 1 2 etc People who have RSVPed for 1 may be removed from this event if we don't know you have kids We usually meet the second weekend of the month but try to vary the time and location to accommodate as many families as possible Every three months we meet up with the VSDC Teens Preteens Group for an all-ages event If you aren't a VSDC member please consider joining here Also be sure to like VSDC on Facebook If you can no longer attend please let us know by changing your RSVP ",161008,"The Washington DC Area Vegan Meetup Group",1518346800000,1518352200000,-1.8e+07,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,6,"Washington_DC","City Based GeoCodes"
"241902787","Patuxant Research Refuge Hike North Tract ","1 This is a nice place to get away for the day and enjoy wild life We can take the popular route and hike a couple of miles about 5 7 miles If the group wishes to hike longer we can add a longer loop but you can also head back if you wish Trail Map 2 Hydration Make sure you bring sufficient water Minimum 2 liters of water 3 We'll make stops at places of interest Observe and enjoy the wildlife for a few minutes where deemed appropriate 4 We'll meet at a local designated parking lot and go together WARNING At the entrance to this area they make it clear there's a risk and make you sign a waiver or else you can't get in There's a risk of unexploded landmines if you veer off the trails so make sure you do not stray Nobody has had any incidents in decades and you'll be fine as long as you do not stray ",25010968,"Anne Arundel Adventures",1502013600000,1502024400000,-14400000,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,6,"Washington_DC","City Based GeoCodes"
"vpbnrnywpbwb","RSVP to get in some light sparring and a great workout","Friday I'll be teaching beginning boxing techniques such as basic punching and foot work I'll also be taking the group through a total body workout and stretch Bring a towel or exercise mat boxing gloves if you dont have any let me know in the comments water and positive attitude Use the restroom before hand As always this is a FREE meetup but DONATIONS are GREATLY appreciated for the weekend sushi fund RSVP to get your weekend started right ",20777524,"Brody's Rockville Martial Arts Fitness Training",1510941600000,1510945200000,-1.8e+07,24498184,"cashell elementary school","17101 Cashell Rd","Rockville","MD",NA,-77.0857294,39.1372922,6,"Washington_DC","EVDB Geocoder"
"240350819","Lonaconing Silk Mill - LIGHT PAINTING"," We have arranged for a special 3 hours after dark shoot at the Lonaconing Silk Mill for those who like to Light Paint Attendance will be limited to a total of 9 people With 3 floors this should average about 3 people per floor but we will still need to be considerate of each other so everyone has time to get the shots they want The inside of the mill will be dark A tripod is required and a headlight is suggested As far as other types of light I would suggest everything from a Penlight to regular flashlights and small LED panels Also the owner of the mill will require you to sign a release If you need instruction Don will be available at 7 00 pm to demonstrate the technique ",8571912,"Road Runner Photography Tours",1.506798e+12,1506808800000,-14400000,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,9,"Washington_DC","City Based GeoCodes"
"mkbwmnywmbkb","Originator",NA,25013411,"Southern PG County Depression Support",1504810800000,1.504818e+12,-14400000,24305558,"Oxon Hill United Methodist Church","6400 Livingston Rd","Oxon Hill","MD","20745",-76.989998,38.810001,3,"Washington_DC",NA
"rzcznpyxjbgc","Socialist Feminism Reading Group ","Please read our updated reading group Participation Guide and join us as we explore and discuss topics within Socialist Feminism This month our readings focus on the topic of accountability in left spaces and other communities of choice The Black Woman s Tale Why Margaret Atwood s Espousal of White Feminist Beliefs Shouldn t Surprise You Clarkisha Kent in The Root masked Now many assumed that because she is the creator of this alleged ber-feminist work her comments apparently came from left field That they were unexpected That there was no way to predict that kind of heel turn And I call shenanigans In Defense of Call-out Culture Shaun Scott in CityArts masked What many critics call 'call-out culture' is actually a past-due moral balance being called in With interest added Had our pain been spoken more consistently over a longer period of time perhaps our anger would be a manageable trickle and not an avalanche What Do We Do When Social Justice Language is Weaponized in the Service of Our Oppressors Lisa Hofmann-Kuroda in Wear Your Voice masked Curious why someone would have such a negative reaction to me choosing to hold my rapist accountable I messaged him 'Did you unfriend me because I outed my rapist ' His response 'I unfriended you because of your carceral mode of dealing with people ' Sarah Schulman s Conflict is Not Abuse presents a shift in thinking about power relations harm and social responsibility Jade Colbert in The Globe and Mail masked 'Just as unresolved formerly subordinated or traumatized individuals can collude with or identify with bullies so can unresolved formerly subordinated or traumatized groups of people identify with the supremacy of the state T he lack of recognition that the past is not the present leads to the newly acquired power to punish rather than the self-transformation necessary to resolve conflict and produce justice ' Weaponized Feelings Mental Health Accountability and Movement Building Blu Buchanan in Medium masked I must also recognize that sometimes my feelings are both valid and rooted in trauma My feelings can be valid and still be misdirected and abusive Recognizing this is not only about community accountability but my own self-healing and feeling-management MeToo Can t Happen in Australia if Sticky Fingers Aren t Held Accountable Shaad D Souza in Noisey masked It s not about a big apology that wipes the slate clean or excusing it and using mental health or substance abuse to explain it or disappearing and announcing your return as some cute surprise Accountability in the music industry means responding to survivors and using your platform to communicate to your fans that you don t want them to defend your bad behaviour ",1580690,"Metro DC Democratic Socialists of America MDC DSA ",1530460800000,1530466200000,-14400000,1237226,"The Festival Center","1640 Columbia Rd NW","Washington","DC","20009",-77.038154,38.925218,21,"Washington_DC",NA
"245522089","MW TIG Welding 101","Looking to step up your metalworking game Then enter the art of Tungsten-Inert Gas welding This class is a comprehensive crash-course through the core concepts of TIG welding and the prerequisite sign-off class for independent use of our machine in the metalworking shop Reasons to TIG Zero sparks zero slag and 'low impact' relative to MIG / SMAW welding processes-Unrivaled precision and aesthetic-Low noise-Compatible with aluminium / other nonferrous metals What you will learn Basic theory differences between other forms of welding- Setup and safety protocol for our Everlast PowerPro 256si Inverter- Material preparation- Torch setup consumable selection tungsten preparation- Basic technique / setup for DC processes ferrous metals -Basic technique / setup for AC processes aluminium Ways to practice / improve your technique Pre-requisites Not taking the pre-requisites is a serious safety and liability issue for our lab Please be respectful to our safety requirements 1 NOVA Labs Green Orientation class check you account 2 MIG Welding 101 or an equivalent level of past-experience 3 Metal Shop Yellow Sign-Off Refund is not issued if prerequisites or safety dress code is not met at the time of the class Safety Wear long sleeve shirt close toed shoes and clothing made primarily of organic materials no synthetic fibers ",3629072,"NOVA Makers",1.513881e+12,1513888200000,-1.8e+07,23097362,"Nova Labs","1916 Issac Newton Sq West","Reston","VA",NA,-77.33886,38.954105,4,"Washington_DC",NA
"243271804","When the Spirits Dance Mambo - film discussion","Join BloomBars for a fascinating documentary on the influence of African religion and sacred thought on Cuban society culture and music The screening will be followed by audience discussion and Q A Suggested Donation 10 Proceeds support BloomBars Free organic popcorn When the Spirits Dance Mambo 2002 90 min by Dr Marta Moreno Vega Robert Shepard Filmed primarily in Cuba this documentary is a tribute to the spiritual energy that traveled from West Africa to Cuba It traces the role of sacred African thought and practice in the formation of the Cuban society culture and popular music In particular it follows the journey of Yoruba beliefs and Le Regla de Ocha known as Santeria from 15th century Africa to the New World WHEN THE SPIRITS DANCE MAMBO includes interviews from priests and priestesses who all share a strong conviction in explaining the power and beauty of African based spirituality In Spanish with English subtitles Directions The location is 7 minutes walking distance from the Columbia Heights METRO Station map and a couple of local parking garages Target map and Giant map ",652895,"Black Mature Singles",1505242800000,1.50525e+12,-14400000,7984942,"BloomBars","3222 11th Street NW Washington DC","20010","DC","20010",-77.028053,38.930214,3,"Washington_DC",NA
"240214174","Rooftop Silent Disco","Spring is finally here to stay And it is my favorite DC season because I love to lounge on rooftops let's make a fun night of it Dance the night away with a new twist on a dance party Silent Disco is a multisensory experience like you ve never experienced before Grab a pair of wireless headphones pick your channel and choose your side as 3 DJs battle it out for your attention with some banging tunes while you decide what to dance to As you switch between the channels your headset will light up with a designated color to correspond to each playlist so you know what your fellow dancers are grooving to In addition to a great evening of dancing enjoy artisanal cocktails from the Cambria's menu available for purchase Individual tickets can be purchased here for 16 I highly suggest buying tickets in advance because this event seems to sell out Please do let me know when you've purchased your tickets so that I can look out for you at the hotel ",22984153,"Introverted Girlfriends of DMV",1498336200000,1498345200000,-14400000,23989710,"Cambria Hotel Suites Rooftop ","899 O Street NW","Washington","DC",NA,-77.023804,38.900913,8,"Washington_DC",NA
"mqkmglyxdbnb","Sat Morning Lincoln Park/Capitol Hill Long Run","EVENT Saturday Morning Long Run LOCATION Lincoln Park TIME 9 00am DISTANCE Generally between 6-7 miles PACE We have runners of ALL paces CURRENT COURSES RUN LEADER S James W CANCELLATIONS We run rain or snow or shine Please RSVP to receive cancellation notifications If you cannot make the run please change your RSVP at least 30 minutes prior to the run OTHER Most Saturdays we'll head to brunch following the run Message the run leader to confirm ",18537606,"Federal City Runners",1518253200000,1518260400000,-1.8e+07,1081555,"Lincoln Park","East Capitol and 11th St ","Washington","DC","20003",-76.990387,38.889496,3,"Washington_DC",NA
"gvrdzmywhbxb","Learn to Relax Meditate Rejuvenate Free ","Heartfulness Meditation is a simple practical technique that you can use alongside to any other form of yoga meditation or spiritual practice With practice one is able to better integrate the Heart-based Living through Heartfulness You are warmly invited to a free Meditation workshop No prior experience needed All are welcome On-Site trainers will teach the following techniques 1 Rejuvenate Unwind and clean the mind at the end of the day to let go of stress and emotions and simplify your life 2 Guided Relaxation Learn to relax your whole body in few minutes 3 Guided Meditation on Heart Learn to meditate for emotional and physical well-being Please click on the following link/video to know more about Heartfulness or visit www heartfulness org ",22245607,"Heartfulness Meditation Northern VA",1.495134e+12,1495137600000,-14400000,25034467,"Franklin Middle School","3300 Lees Corner Road","Chantilly","VA",NA,-77.420509,38.907104,7,"Washington_DC",NA
"cmvqgpyxhbwb","Les Compagnons Weekly Meetup","Share a glass of wine or juice with lively and intelligent French conversation from 6-7 pm Thursdays at the United Church 1920 G St NW DC The cost is 5/meeting Dinner afterwards is optional The Meeting Room of the Church is located behind the parking lot of the Church Please be advised that the parking lot of the Church is only for Church members 1 Arriving by Metro The closest metro stations are Farragut North and Farragut West Foggy Bottom is also an option The entrance of the meeting room is at the end of the parking lot of the Church besides the Church 2 Arriving by car There are public parking lots close to the church The least expensive is the Marvin Center Garage It's located between 22nd 21st Streets and cost only 8 00 after 6 00pm 3 Meter parking is also an option It is around 0 25 for 8 minutes We get to mix up with the group at the beginning and sit with one or two French speakers The introduction session starts at 6 30 pm and new comers will be given a chance to introduce themselves to the group Around 6 45 pm we break up again into smaller cells We finish at 7 00 pm unless you want to go for diner A bient t ",288486,"'Les Compagnons' French Meetup Group of Washington DC",1.52658e+12,1526590800000,-14400000,3826992,"1920 G St NW","1920 G St NW","Washington","Di","20006",-77.044701,38.89819,13,"Washington_DC",NA
"238832671","Snowflakes in April ","Snowflakes in April The Cherry blossoms have already bloomed and the Washington Nationals have already played their first baseball game Come out on Monday April 24th to learn about another snowflake Snowflake Computing s Elastic Data Warehouse Kevin Bair a Solution Architect with Snowflake Computing will be on hand discussing data warehousing techniques in the cloud and demoing Snowflake's Cloud-based Elastic Data Warehouse on AWS Kevin has extensive experience working with both federal and large commercial organizations over the last 25 years He has a background in application development database and content management virtualization and operational analytics His career includes 15 years working for IBM Software Group ITIL certification and development of a patent related to Big Data on a virtualized network Cloud computing has forever changed the way that technology organizations deploy infrastructure and services Data Warehousing has become an essential function for many organizations that often requires specialized software and hardware to handle complex analytical functions The power and flexibility of the cloud is reshaping the way that people think about Data Warehousing and creating a new way for organizations to gain insight from their data Come learn about the available services and how they help to solve a complex problem including a detailed look into the technical architecture behind Snowflake Computing s Elastic Data Warehouse When April 24th 2017 at 6 00 pm See Agenda Below Where Excella Consulting 6th Floor Arlington Tech eXchange ATX 2300 Wilson Blvd Arlington VA 22201 Cost Free thanks to our sponsors Sponsor s Excella is hiring Check out the open job opportunities page Agenda 6 00 6 30 Arrive mingle food is served network 6 30 7 30 Presentation/Discussion 7 30 8 00 Q A and more networking",3784402,"Cloud Analytics DC",1493056800000,1.493064e+12,-14400000,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,37,"Washington_DC","City Based GeoCodes"
"249980662","FilmFest DC Belgian thriller Control from master director Jan Verheyan","Link for ticket 14 This film fest is getting more popular every year and the line starts well in advance This film will undoubtedly sell out Keep in mind that there are no assigned seats So unless you want to end up in the dreaded neck-torturing front row I suggest getting in line early Text me at masked I'll try to save a couple of seats but may not be able to I can only watch scary movies in a crowd so I hope that some of you will join me for what looks like a fantastic serial-killer thriller by Flemish maestro Jan Verheyen the director behind FFDC's 2014 Special Jury Award winner The Verdict Detectives Vincke and Verstuyft to the big screen with another tale adapted from books by crime novelist extraordinaire Jef Geeraerts This new adventure tasks them with investigating a series of gruesome murders What was once an unconditional friendship comes into question when Verstuyft falls for an attractive New Age healer an apparent survivor of the killer and goes rogue Annoyed by the rebelliousness of his former partner Vincke brings in a Dutch profiler of serial killers and tries to keep Verstuyft on a short leash Meanwhile the serial killer has a new victim in his sights This gripping film benefits from gorgeously moody visuals propulsive editing and a spooky score Verheyen expertly ratchets up the tension and unpredictability as both suspects and red herrings accumulate until the very last moment Palm Springs International Film Festival In Dutch with English subtitles",1163553,"the ArtHouse",1524859200000,1524870900000,-14400000,1100327,"Landmark E Street Cinema","555 11th Street NW","Washington","DC",NA,-77.026618,38.896234,17,"Washington_DC",NA
"wqrfrlywdbkc","Front End Hack Night","Front End Hack Lab FEL is a study group where women can come together and help each other learn and understand web development We welcome devs of all levels and encourage those with more experience to help out those that are just starting There's always at least one mentor or leader present to help you with best practices or to guide you through if you are stuck with a nasty problem Laptops In order to maximize your benefits from FEL please bring your laptop Extra computers will not be available at the event Even if you have never coded before you will be coding at FEL Meetup Agenda Every study group will have the following format 6 30pm Setup 6 40 6 50pm Quick introductions 6 50 8 15pm Code 8 15 8 30pm Wrap Up Resources To learn more about us please visit our Github page First Timer's Guide HTML Study Guide JavaScript Study Guide Building Access Certain building management companies require Meetup hosts to let people in and do not encourage them being contacted Please respect the policy In case the location requires access to the building contact the group lead if information is provided or drop a comment on the Meetup page We'll come and get you Welcome This event is intended to be exclusively open for women we are trans friendly ",13508462,"Women Who Code DC",1488220200000,1488227400000,-1.8e+07,24555695,"Socrata","1875 Connecticut Ave NW Suite 715","Washington","DC",NA,-77.046059,38.915768,37,"Washington_DC",NA
"237781328","Murder at the Superhero Peace Convention - Interactive Murder Mystery","More news to come on why this is during Awesome Con weekend - Join Midori Murder Mystery Events for a night of Rejoicing Revelry and Revenge at our Interactive Murder Mystery Party Murder at the Superhero Peace Convention Even Superheroes Can t Conquer Death It s the first ever superhero/supervillain peace convention a step toward bringing crime and vigilantism under control Yet when one of the supervillains is found murdered on the rooftop of the convention building the world s hope for peace is shattered and its up to the superheroes as well as their villainous enemies to discover the murderer in their midst About The game is designed to be mingle and conversation based You will be assigned a character and character background information on who you will be playing for the evening As well as a list of goals and objectives to help you interact with other characters and solve the mystery The ultimate goals are to enjoy an evening pretending to be someone else and to HAVE FUN The centerpiece of our collective experience is dressing the part So YES please do dress up Public Outreach We continue to partner with and donate a portion of the proceeds from this event to a 501 3 not-for-profit-organization Positive Steps Learning Center Inc We are excited to give back and hope you will make this possible by joining us at the event also Tickets Ticket price includes Entry to the Interactive Murder Mystery Party experience Burlesque performances Prizes for the Winner Best Costume to name a few Raffle Tickets available for additional prizes and gifts additional purchase necessary Town Tavern Food Drink Specials 3 Domestic Beer 5 Rail Drinks 5 KaPow Punch Event Only Drink 6 Burger Baskets",18224411,"DC Nerds of Color and Super Friends",1.497726e+12,1497740400000,-14400000,24388561,"The Town Tavern ","2323 18th St NW","washington","DC",NA,-77.04155,38.920338,17,"Washington_DC",NA
"pjcnxlywfbjb","Private Meeting closed to public ","All RSVP information is sent separately by the event coordinator Please reserve your spot through the private link that was emailed out to expected attendees If you believe you are supposed to attend this event but have not received an invitation please contact the event coordinator privately Thank you ",10665392,"Bonita Woods Wellness Institute",1488826800000,1.488834e+12,-1.8e+07,23887402,"Bonita Woods Wellness Institute","140 Little Falls Street Suite 111","Falls Church","VA",NA,-77.172646,38.884422,2,"Washington_DC",NA
"plgxglywmbbc","GRS/Zwift Virtual Trainer Rides","Our outdoor GRS ride from the store will be taking a cold weather break till Spring and we invite you to join us for a GRS/Zwift virtual ride to stay in shape during the winter months While there are 100's of rides on Zwift we invite you to check out our GRS/Zwift version listed as PERFORMANCE BIKE Great Ride Winter Series Wednesday nights at 7 30pm Eastern 6 30 CST/ 5 30pm MST/ 4 40pm PST How to Start Riding with Zwift You will need an indoor trainer Suggested Trainers click here Go to Zwift com and click the Download link in the upper right-hand corner You can join for a 14 day free trial or join for a 10 per month membership which lets you use more features than the trial After downloading and installing the game CREATE AN ACCOUNT Do not attempt to log in to the website first as you will not have a password yet You also cannot run Zwift from zwift com LOG IN Once an account is created you can log in If an event or group ride is scheduled to occur in the next hour it will be listed at the top right hand corner of your Ride screen once you are in the game To join just click on the event you would like to join When it s nearing time for the event to start you ll see a popup letting you know it s time to officially join and get to the starting line You can click Let s Go or just let it auto-select to teleport automatically to the starting gate so there s no need to get off the bike to click anything You can also click JOIN EVENT at the bottom left for up to an hour before an event officially starts It s best to be pedaling at least a few minutes before the official start time Finally you ll be brought in from the course to the starting area where you can warm up on a virtual trainer before the ride begins MOBILE LINK if you re using the Zwift Mobile Link Download a free app from Google Play or Apple ITunes to join a ride you can follow along here joining an event via the mobile app overlaps with how you join it via a computer and it s just as simple Is also comes with the benefit of allowing you to RSVP to an event further in advance Once you log in to the mobile app tap the menu button in the top-left corner of the screen Tap the Events button to bring up the Events listing Find the event you want to RSVP for and tap the header GRS/Zwift Ride is named Performance Bike Great Ride Winter Series Additional Zwift help click here Please e-mail all Zwift questions/comments to masked ",13089162,"The Performance Great Ride Series Springfield Commons",1505935800000,1505946600000,-14400000,NA,NA,NA,NA,NA,NA,-77.0368707,38.9071923,3,"Washington_DC","City Based GeoCodes"
"240124318","Austin Mountain-Furnace Mountain Circuit Hike"," RESCHEDULED FROM MAY 20 Austin Mtn / Furnace Mtn Loop Saturday May 20 2017 8 00 AM East Falls Church Metro Station We'll gather in the small Kiss Ride lot to the right as you walk out of the station NOTE Earlier than usual start time This VERY STRENUOUS hike in the southern section of Shenandoah National Park offers great views and varied terrain particularly along the Austin Mountain Trail the Furnace Mountain Summit and the highly scenic Blackrock summit The 13 4 mile circuit hike with approximately 2 600 feet of elevation gain is for experienced hikers only Long sections of the trail include hiking along talus broken rock slopes that are exposed to the sun Bring plenty of water at least 3 liters lunch bug spray sunscreen and about 20 for transportation admission and trip fees We will stop at the Sheetz in Madison Virginia on our way to the trailhead where you can buy made-to-order sandwiches for lunch We likely will stop for a group dinner on the way back The DC Metro system doesn t begin operations until 7 00 a m on Saturdays and some Adventurers may have trouble getting to East Falls Church by Metro rail in time for the 8 00 a m start time Consider taking Uber or other transportation alternatives Due to the length of the both the hike and the drive down we likely will not get back to the East Falls Church Metro station until after 9 00 p m Meet at 8 00 a m at the East Falls Church Metro Kiss Ride lot ",1578552,"Adventuring LGBT Outdoors Club",1496476800000,1496487600000,-14400000,15749432,"East Falls Church Metro Kiss Ride","1900 N Sycamore Street","Arlington","VA","22205",-77.15612,38.884613,7,"Washington_DC",NA
"lvsxbmyvpbtb","Comedy at 51st State 2 shows ","Come one come all to Opening Night for a brand new Free Tuesday Night Comedy Show at 51st State in Foggy Bottom Join us for 2 back to back shows running from 8-10 and 10-12 Not only are the wings 50 but there will also be a select draft beer for 4 ",3342082,"Free or pretty cheap Comedy In DMV",1.47924e+12,1479250800000,-1.8e+07,8309832,"51st State","2512 L Street Northwest","Washington","DC","20037",-77.053955,38.903755,4,"Washington_DC",NA
